repository,url,age,releases,stars,loc,cbo,dit,lcom,visited
twowaits/SDE-Interview-Questions,https://github.com/twowaits/SDE-Interview-Questions,5,1,6520,5,0.0,1.0,0.0,True
markzhai/AndroidPerformanceMonitor,https://github.com/markzhai/AndroidPerformanceMonitor,7,0,6503,2234,3.0,3.0,0.0,True
bytedeco/javacv,https://github.com/bytedeco/javacv,8,9,6490,26674,4.0,13.0,1.0,True
react-native-video/react-native-video,https://github.com/react-native-video/react-native-video,7,10,6485,3384,3.0,3.0,0.0,True
GrenderG/Toasty,https://github.com/GrenderG/Toasty,6,19,6453,487,3.0,2.0,0.0,True
Graylog2/graylog2-server,https://github.com/Graylog2/graylog2-server,12,0,6450,174347,6.0,15.0,1.0,True
apache/storm,https://github.com/apache/storm,9,0,6433,376853,3.0,30.0,1.0,True
zouzg/mybatis-generator-gui,https://github.com/zouzg/mybatis-generator-gui,6,16,6421,3047,5.0,4.0,3.0,True
pentaho/pentaho-kettle,https://github.com/pentaho/pentaho-kettle,9,1,6402,763043,2.0,18.0,0.0,True
real-logic/aeron,https://github.com/real-logic/aeron,9,84,6391,96548,4.0,9.0,0.0,True
vinc3m1/RoundedImageView,https://github.com/vinc3m1/RoundedImageView,10,19,6385,1265,9.0,3.0,0.0,True
zendesk/android-floating-action-button,https://github.com/zendesk/android-floating-action-button,8,0,6375,1078,3.0,5.0,0.0,True
google/error-prone,https://github.com/google/error-prone,8,26,6359,117549,4.0,24.0,0.0,True
guardianproject/haven,https://github.com/guardianproject/haven,6,37,6337,4561,4.0,3.0,1.0,True
processing/processing,https://github.com/processing/processing,10,48,6312,110008,2.0,28.0,0.0,True
koush/ion,https://github.com/koush/ion,9,0,6299,9443,3.0,23.0,0.0,True
rest-assured/rest-assured,https://github.com/rest-assured/rest-assured,12,0,6280,27766,4.0,5.0,0.0,True
smuyyh/BookReader,https://github.com/smuyyh/BookReader,6,0,6264,30914,2.0,6.0,0.0,True
NLPchina/ansj_seg,https://github.com/NLPchina/ansj_seg,10,3,6262,12021,4.0,4.0,0.0,True
ArthurHub/Android-Image-Cropper,https://github.com/ArthurHub/Android-Image-Cropper,8,32,6232,4655,4.0,3.0,0.0,True
rabbitmq/rabbitmq-tutorials,https://github.com/rabbitmq/rabbitmq-tutorials,12,0,6231,1343,4.0,1.0,1.0,True
flowable/flowable-engine,https://github.com/flowable/flowable-engine,6,22,6199,495257,4.0,8.0,1.0,True
alibaba/transmittable-thread-local,https://github.com/alibaba/transmittable-thread-local,9,55,6171,6932,5.0,9.0,1.0,True
frohoff/ysoserial,https://github.com/frohoff/ysoserial,8,1,6155,3851,3.0,5.0,1.0,True
ikew0ng/SwipeBackLayout,https://github.com/ikew0ng/SwipeBackLayout,9,0,6135,1635,3.0,3.0,3.0,True
mrniko/netty-socketio,https://github.com/mrniko/netty-socketio,11,6,6130,5742,3.0,5.0,0.0,True
Alluxio/alluxio,https://github.com/Alluxio/alluxio,10,59,6126,236260,5.0,68.0,1.0,True
rengwuxian/MaterialEditText,https://github.com/rengwuxian/MaterialEditText,8,19,6115,3385,2.0,2.0,0.0,True
ximsfei/Android-skin-support,https://github.com/ximsfei/Android-skin-support,6,0,6089,16885,5.0,7.0,1.0,True
sshahine/JFoenix,https://github.com/sshahine/JFoenix,7,0,6072,24546,4.0,7.0,1.0,True
AsyncHttpClient/async-http-client,https://github.com/AsyncHttpClient/async-http-client,12,0,6071,28944,3.0,8.0,1.0,True
aa112901/remusic,https://github.com/aa112901/remusic,6,0,6071,47786,3.0,7.0,0.0,True
daimajia/NumberProgressBar,https://github.com/daimajia/NumberProgressBar,8,3,6040,380,0.5,2.0,0.0,True
MinecraftForge/MinecraftForge,https://github.com/MinecraftForge/MinecraftForge,11,0,6029,60777,5.0,72.0,1.0,True
rey5137/material,https://github.com/rey5137/material,8,10,6028,27346,3.0,9.0,1.0,True
pedrovgs/EffectiveAndroidUI,https://github.com/pedrovgs/EffectiveAndroidUI,8,0,6025,1923,3.0,3.0,1.0,True
google/physical-web,https://github.com/google/physical-web,8,17,6023,7481,3.0,3.0,0.0,True
wxiaoqi/Spring-Cloud-Platform,https://github.com/wxiaoqi/Spring-Cloud-Platform,5,3,6015,6014,3.0,5.0,0.0,True
ityouknow/spring-cloud-examples,https://github.com/ityouknow/spring-cloud-examples,5,0,6013,390,4.0,2.0,0.0,True
wasabeef/richeditor-android,https://github.com/wasabeef/richeditor-android,7,0,5998,804,2.0,3.0,0.0,True
singwhatiwanna/dynamic-load-apk,https://github.com/singwhatiwanna/dynamic-load-apk,8,0,5995,2620,3.0,4.0,0.0,True
mapstruct/mapstruct,https://github.com/mapstruct/mapstruct,10,26,5984,84973,2.0,11.0,0.0,True
apache/zeppelin,https://github.com/apache/zeppelin,7,0,5964,195366,3.0,8.0,1.0,True
wyouflf/xUtils3,https://github.com/wyouflf/xUtils3,7,9,5958,12561,3.0,6.0,2.0,True
antoniolg/androidmvp,https://github.com/antoniolg/androidmvp,8,0,5957,274,2.0,2.0,0.0,True
527515025/springBoot,https://github.com/527515025/springBoot,6,0,5947,6243,4.0,4.0,0.0,True
joelittlejohn/jsonschema2pojo,https://github.com/joelittlejohn/jsonschema2pojo,9,62,5939,14340,5.0,4.0,0.0,True
google/j2objc,https://github.com/google/j2objc,9,39,5924,910447,1.0,111.0,0.0,True
didi/KnowStreaming,https://github.com/didi/KnowStreaming,2,22,5880,30949,4.0,5.0,0.0,True
gzu-liyujiang/AndroidPicker,https://github.com/gzu-liyujiang/AndroidPicker,7,54,5878,13186,2.0,5.0,0.0,True
amitshekhariitbhu/from-java-to-kotlin,https://github.com/amitshekhariitbhu/from-java-to-kotlin,5,0,5862,37,0.5,1.0,0.0,True
lightbend/config,https://github.com/lightbend/config,11,0,5861,13149,3.0,60.0,0.0,True
alibaba/jvm-sandbox,https://github.com/alibaba/jvm-sandbox,5,13,5853,14407,2.0,9.0,0.0,True
prolificinteractive/material-calendarview,https://github.com/prolificinteractive/material-calendarview,8,22,5848,3658,4.0,4.0,0.0,True
weibocom/motan,https://github.com/weibocom/motan,6,23,5840,40499,4.0,6.0,1.0,True
Meituan-Dianping/Leaf,https://github.com/Meituan-Dianping/Leaf,4,0,5821,1305,1.5,4.0,0.0,True
JesusFreke/smali,https://github.com/JesusFreke/smali,10,0,5813,46762,4.0,24.0,1.0,True
h2pl/Java-Tutorial,https://github.com/h2pl/Java-Tutorial,4,0,5805,8,0.0,1.0,0.0,True
springfox/springfox,https://github.com/springfox/springfox,10,12,5788,32072,3.0,4.0,0.0,True
google/grafika,https://github.com/google/grafika,9,1,5772,10035,5.0,5.0,0.0,True
Nightonke/BoomMenu,https://github.com/Nightonke/BoomMenu,6,0,5772,7710,4.0,5.0,0.0,True
graphql-java/graphql-java,https://github.com/graphql-java/graphql-java,7,49,5761,57994,5.0,6.0,1.0,True
springside/springside4,https://github.com/springside/springside4,11,3,5758,12842,2.0,6.0,1.0,True
lets-blade/blade,https://github.com/lets-blade/blade,7,9,5751,15300,3.0,5.0,0.0,True
Devlight/InfiniteCycleViewPager,https://github.com/Devlight/InfiniteCycleViewPager,6,2,5744,3564,3.0,6.0,0.0,True
JakeWharton/DiskLruCache,https://github.com/JakeWharton/DiskLruCache,11,0,5740,1937,2.5,3.0,3.0,True
xiaojieonly/Ehviewer_CN_SXJ,https://github.com/xiaojieonly/Ehviewer_CN_SXJ,2,53,5730,51557,4.0,15.0,1.0,True
liyifeng1994/ssm,https://github.com/liyifeng1994/ssm,6,0,5730,369,2.0,4.0,1.0,True
haifengl/smile,https://github.com/haifengl/smile,8,24,5693,96650,4.0,22.0,1.0,True
JakeWharton/u2020,https://github.com/JakeWharton/u2020,9,0,5688,4806,4.0,7.0,0.5,True
yarolegovich/DiscreteScrollView,https://github.com/yarolegovich/DiscreteScrollView,6,2,5681,3698,2.0,3.0,0.0,True
macrozheng/springcloud-learning,https://github.com/macrozheng/springcloud-learning,3,0,5672,1799,4.0,2.0,0.0,True
junit-team/junit5,https://github.com/junit-team/junit5,8,59,5656,77147,3.0,20.0,0.0,True
k0shk0sh/FastHub,https://github.com/k0shk0sh/FastHub,6,63,5651,40321,5.0,6.0,1.0,True
dmytrodanylyk/circular-progress-button,https://github.com/dmytrodanylyk/circular-progress-button,8,2,5645,1429,2.0,3.0,0.0,True
daimajia/AndroidImageSlider,https://github.com/daimajia/AndroidImageSlider,8,5,5644,3813,2.0,6.0,1.0,True
micronaut-projects/micronaut-core,https://github.com/micronaut-projects/micronaut-core,5,152,5627,139694,4.0,15.0,0.0,True
jpush/aurora-imui,https://github.com/jpush/aurora-imui,6,42,5617,17784,2.0,21.0,0.0,True
robolectric/robolectric,https://github.com/robolectric/robolectric,12,89,5609,180304,4.0,24.0,0.0,True
amlcurran/ShowcaseView,https://github.com/amlcurran/ShowcaseView,10,13,5608,2086,5.0,4.0,0.0,True
nhaarman/ListViewAnimations,https://github.com/nhaarman/ListViewAnimations,9,14,5603,5697,5.0,6.0,0.0,True
changmingxie/tcc-transaction,https://github.com/changmingxie/tcc-transaction,7,6,5589,22392,3.0,5.0,1.0,True
hongyangAndroid/FlowLayout,https://github.com/hongyangAndroid/FlowLayout,7,0,5565,810,3.0,3.0,0.0,True
knightliao/disconf,https://github.com/knightliao/disconf,8,12,5547,14009,3.0,7.0,0.0,True
amitshekhariitbhu/Fast-Android-Networking,https://github.com/amitshekhariitbhu/Fast-Android-Networking,6,8,5538,19596,2.0,18.0,1.0,True
emilsjolander/StickyListHeaders,https://github.com/emilsjolander/StickyListHeaders,11,16,5527,2112,3.0,3.0,0.0,True
getActivity/AndroidProject,https://github.com/getActivity/AndroidProject,4,17,5506,20468,3.0,10.0,1.0,True
sockeqwe/mosby,https://github.com/sockeqwe/mosby,7,15,5494,17138,3.0,7.0,0.0,True
alibaba/freeline,https://github.com/alibaba/freeline,6,22,5487,5357,2.0,14.0,1.0,True
hanks-zyh/HTextView,https://github.com/hanks-zyh/HTextView,7,0,5478,3076,2.0,3.0,0.0,True
Vedenin/useful-java-links,https://github.com/Vedenin/useful-java-links,7,0,5467,5967,2.0,2.0,0.0,True
quartz-scheduler/quartz,https://github.com/quartz-scheduler/quartz,7,2,5464,42015,3.0,6.0,1.0,True
facebookarchive/rebound,https://github.com/facebookarchive/rebound,9,10,5455,4095,2.0,3.0,0.0,True
dm77/barcodescanner,https://github.com/dm77/barcodescanner,9,6,5454,2796,2.0,5.0,0.0,True
raphw/byte-buddy,https://github.com/raphw/byte-buddy,9,263,5454,273951,4.0,43.0,0.0,True
fuzhengwei/itstack-demo-design,https://github.com/fuzhengwei/itstack-demo-design,2,0,5451,3961,2.0,3.0,0.0,True
cabaletta/baritone,https://github.com/cabaletta/baritone,4,67,5444,18294,4.0,6.0,1.0,True
yanzhenjie/SwipeRecyclerView,https://github.com/yanzhenjie/SwipeRecyclerView,6,0,5428,9247,3.0,4.0,0.0,True
confluentinc/ksql,https://github.com/confluentinc/ksql,6,8,5427,205576,5.0,9.0,0.0,True
microg/GmsCore,https://github.com/microg/GmsCore,8,29,5425,37689,4.0,14.0,0.0,True
wiremock/wiremock,https://github.com/wiremock/wiremock,11,9,5414,42378,3.0,8.0,0.0,True
crazycodeboy/react-native-splash-screen,https://github.com/crazycodeboy/react-native-splash-screen,6,12,5408,246,2.5,2.0,0.5,True
evernote/android-job,https://github.com/evernote/android-job,7,31,5387,10693,4.0,30.0,1.0,True
jgilfelt/SystemBarTint,https://github.com/jgilfelt/SystemBarTint,9,3,5383,807,7.0,3.0,1.0,True
journeyapps/zxing-android-embedded,https://github.com/journeyapps/zxing-android-embedded,10,9,5363,5169,4.0,5.0,1.0,True
btraceio/btrace,https://github.com/btraceio/btrace,8,30,5361,39553,4.0,9.0,0.0,True
wasabeef/Blurry,https://github.com/wasabeef/Blurry,7,0,5360,636,3.5,1.0,0.0,True
apache/dubbo-spring-boot-project,https://github.com/apache/dubbo-spring-boot-project,5,13,5356,1908,6.0,2.0,0.0,True
jOOQ/jOOQ,https://github.com/jOOQ/jOOQ,11,0,5344,247931,7.0,36.0,4.0,True
scribejava/scribejava,https://github.com/scribejava/scribejava,12,9,5335,12671,2.0,5.0,1.0,True
hibernate/hibernate-orm,https://github.com/hibernate/hibernate-orm,12,16,5320,825621,5.0,30.0,1.0,True
evant/gradle-retrolambda,https://github.com/evant/gradle-retrolambda,9,37,5319,623,3.0,2.0,0.0,True
XRecyclerView/XRecyclerView,https://github.com/XRecyclerView/XRecyclerView,7,0,5318,5151,2.0,4.0,0.0,True
commonsguy/cw-omnibus,https://github.com/commonsguy/cw-omnibus,11,36,5309,71233,4.0,11.0,0.0,True
wuhaoyu1990/MagicCamera,https://github.com/wuhaoyu1990/MagicCamera,7,0,5299,13127,3.0,8.0,0.0,True
hazelcast/hazelcast,https://github.com/hazelcast/hazelcast,10,182,5274,1031911,4.0,580.0,1.0,True
yixia/VitamioBundle,https://github.com/yixia/VitamioBundle,10,0,5273,6501,3.0,4.0,0.0,True
KeepSafe/TapTargetView,https://github.com/KeepSafe/TapTargetView,6,23,5252,1948,2.0,3.0,0.0,True
lucasr/twoway-view,https://github.com/lucasr/twoway-view,10,0,5250,3688,4.0,6.0,1.0,True
h6ah4i/android-advancedrecyclerview,https://github.com/h6ah4i/android-advancedrecyclerview,8,1,5246,20692,4.0,13.0,0.0,True
motianhuo/wechat,https://github.com/motianhuo/wechat,7,0,5245,18495,3.0,5.0,0.0,True
Clans/FloatingActionButton,https://github.com/Clans/FloatingActionButton,7,14,5233,2805,2.0,5.0,0.0,True
gephi/gephi,https://github.com/gephi/gephi,11,19,5227,125020,3.0,20.0,0.0,True
ffay/lanproxy,https://github.com/ffay/lanproxy,6,1,5225,2668,3.0,4.0,0.0,True
xxv/android-lifecycle,https://github.com/xxv/android-lifecycle,8,0,5217,481,7.5,2.0,190.0,True
Yalantis/Side-Menu.Android,https://github.com/Yalantis/Side-Menu.Android,8,2,5212,449,2.0,2.0,0.0,True
thinkaurelius/titan,https://github.com/thinkaurelius/titan,11,0,5212,71163,3.0,7.0,1.0,True
TommyLemon/Android-ZBLibrary,https://github.com/TommyLemon/Android-ZBLibrary,7,25,5209,14602,2.0,5.0,0.0,True
AriaLyy/Aria,https://github.com/AriaLyy/Aria,7,26,5194,42723,3.0,7.0,1.0,True
square/otto,https://github.com/square/otto,10,0,5191,1987,1.0,5.0,0.0,True
Karumi/Dexter,https://github.com/Karumi/Dexter,7,33,5187,2197,3.0,5.0,0.0,True
danikula/AndroidVideoCache,https://github.com/danikula/AndroidVideoCache,7,20,5158,3217,3.0,4.0,1.0,True
Nepxion/Discovery,https://github.com/Nepxion/Discovery,4,126,5156,25705,4.0,6.0,0.0,True
vavr-io/vavr,https://github.com/vavr-io/vavr,9,17,5146,64395,4.0,9.0,1.0,True
beemdevelopment/Aegis,https://github.com/beemdevelopment/Aegis,6,51,5145,19283,4.0,8.0,1.0,True
auth0/java-jwt,https://github.com/auth0/java-jwt,9,43,5143,8775,3.5,6.0,1.0,True
facebook/shimmer-android,https://github.com/facebook/shimmer-android,8,5,5140,885,9.0,3.0,10.0,True
alipay/SoloPi,https://github.com/alipay/SoloPi,3,8,5139,56327,2.0,7.0,0.0,True
provectus/kafka-ui,https://github.com/provectus/kafka-ui,3,20,5139,14945,5.0,5.0,0.0,True
socketio/socket.io-client-java,https://github.com/socketio/socket.io-client-java,9,5,5084,5646,1.0,4.0,0.0,True
PowerJob/PowerJob,https://github.com/PowerJob/PowerJob,2,38,5083,18320,4.0,5.0,0.0,True
careercup/ctci,https://github.com/careercup/ctci,9,0,5077,11244,2.0,5.0,1.0,True
mybatis/generator,https://github.com/mybatis/generator,10,11,5050,72610,4.0,7.0,3.0,True
wequick/Small,https://github.com/wequick/Small,7,25,5021,7726,2.0,7.0,0.0,True
alibaba/UltraViewPager,https://github.com/alibaba/UltraViewPager,5,10,5016,1518,2.0,2.0,0.0,True
Trinea/android-common,https://github.com/Trinea/android-common,10,1,5012,6671,3.0,4.0,1.0,True
frogermcs/InstaMaterial,https://github.com/frogermcs/InstaMaterial,8,1,5010,2223,2.0,4.0,0.0,True
kiegroup/drools,https://github.com/kiegroup/drools,12,0,5007,734927,4.0,59.0,1.0,True
baidu/uid-generator,https://github.com/baidu/uid-generator,5,0,4987,873,1.0,4.0,1.0,True
